Date,Narration,Withdrawal_Amt,True_Category
05/08/2025,UPI-KALA KUNJ KOTA-VYAPAR.658717654665@H DFCBANK-HDFC0MERUPI-494582914915-PAYMENT FROM PHONE,31234.19,Transfers
07/08/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-957139524784-BLINKIT PAYMENT,1658.38,Groceries
07/08/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-522321907814-PAYMENT FR OM PHONE,2715.7,Groceries
07/08/2025,UPI-UBER-7883694437@HDFCBANK HDFC0MERUPI-776196033135-RIDE PAYMENT,877.18,Transport
07/08/2025,UPI-SRN PRINTERS-BHARATPE.50091787585@FB PE-FDRL0001382-794423659791-PAY TO BHARA TPE ME,68.51,Education
08/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-718245952902-UPIINTENT,493.6,Food & Dining
08/08/2025,UPI-BPCL UFILL 3-PAYTMQR20732350@PAYTM-YE SB0PTMUPI-532146997702-PAYMENT FROM PHON E,1706.16,Transport
08/08/2025,UPI-AMAZON PAY-9250758511@AMAZON UTIB0000100-999575233120-ORDER PAYMENT,7412.36,Shopping
08/08/2025,UPI-FLIPKART PAYMENTS-PAYTM-85640876@PTY BL-YESB0PTMUPI-253497161000-EXPRESS,3015.65,Shopping
08/08/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 31995-727971061703-MANDATEEXECUTE,713.81,Bills & Utilities
10/08/2025,UPI-VIJAY JUICE POINT-PAYTM.S23003@PTY- YESB0MCHUPI-739871838881-PAYMENT FROM PH ONE,353.21,Food & Dining
10/08/2025,UPI-KALA KUNJ KOTA-VYAPAR.844122499373@H DFCBANK-HDFC0MERUPI-142502228062-PAYMENT FROM PHONE,3004.14,Transfers
11/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-950519474052-UPIINTENT,145.71,Food & Dining
11/08/2025,UPI-UBER-8329897461@HDFCBANK HDFC0MERUPI-883996946544-RIDE PAYMENT,1830.37,Transport
11/08/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-232324337716-PAYMENT FROM PHONE,34023.45,Transfers
12/08/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-580089227382-PAYMENT FROM PHONE,9521.68,Transfers
12/08/2025,ACH/SBI MF/SIP/BLUECHIP FUND,4377.34,Investment
13/08/2025,UPI-RAVI CARPENTER-7040495264@YBL-SBIN0 11978-969310585150-PAYMENT FROM PHONE,893.06,Transport
13/08/2025,UPI-KWATRA-IBKPOS.EP444773@ICICI-ICIC000 7582-602076765348-PAYMENT FROM PHONE,22933.2,Transfers
14/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-786881459307-UPIINTENT,320.22,Food & Dining
14/08/2025,UPI-ETISHA MITTAL-7123142251-5@AXL-UBIN0 395149-365184532088-PAYMENT FROM PHONE,28204.07,Transfers
15/08/2025,UPI-SWIGGY-8215632977@HDFCBANK-HDFC0MERUP I-379861861166-SWIGGY FOOD,625.35,Food & Dining
15/08/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 449063.RZP@RXAXIS-UTIB0000RZP-378996395422 47-PAYMENT FROM PHONE,2824.45,Groceries
15/08/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,1777.26,Bills & Utilities
15/08/2025,UPI-ETISHA MITTAL-7014158539-4@AXL-UBIN0 174136-846171418904-PAYMENT FROM PHONE,20355.28,Transfers
16/08/2025,UPI-JAIN DAIRY COLDRINKS-Q240824812@YBL- YESB0YBLUPI-878253922611-PAYMENT FROM PH ONE,509.49,Food & Dining
16/08/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-527297922294-PAYMENT FOR 100006,558.33,Transport
16/08/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-68560012 4678-PAYMENT FOR REFCL4,4830.87,Shopping
16/08/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 434367988491-PAYMENT FROM PHONE,1444.05,Healthcare
16/08/2025,UPI-MAHESH KUMAR MALI-7985546220@YBL-SBI N0030057-425480912767-PAYMENT FROM PHONE,41304.97,Transfers
17/08/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S52932@PT Y-YESB0MCHUPI-783486739317-PAYMENT FROM PHONE,42858.51,Transfers
18/08/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-310091355160-PAYMENT FROM PHONE,675.5,Food & Dining
18/08/2025,ACH/JIO/RECHARGE/4G PLAN,560.25,Bills & Utilities
19/08/2025,UPI-LOCAL DHABA-PAYTMQR3691990@PTYS YESB0PTMUPI-628763760056-PAYMENT FROM PHONE,371.02,Food & Dining
19/08/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-544265757618-PAYMENT FOR 100006,998.07,Transport
19/08/2025,UPI-MSBEAUX FASHION-IBKPOS.EP47664@ICIC I-ICIC0000004-264024927493-PAYMENT FROM PHONE,3837.05,Shopping
19/08/2025,UPI-ETISHA MITTAL-9993121924-2@AXL-UBIN0 437534-744864373197-PAYMENT FROM PHONE,34317.01,Transfers
20/08/2025,UPI-SWIGGY-8160681973@HDFCBANK-HDFC0MERUP I-351605470696-SWIGGY FOOD,492.78,Food & Dining
20/08/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-572432798608-PAYMENT FROM PHONE,6931.71,Transfers
21/08/2025,UPI-BPCL UFILL 7-PAYTMQR43888876@PAYTM-YE SB0PTMUPI-482051324554-PAYMENT FROM PHON E,1639.81,Transport
21/08/2025,UPI-RAKESH KUMAR PATIDA-RAKESHSIOTA27-5@O KHDFCBANK-HDFC8919696-121407200445-PAYME NT FROM PHONE,44265.91,Transfers
22/08/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-511881362231-PAYMENT FROM PHONE,647.49,Food & Dining
22/08/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-990377357321-UPIINTENT,253.81,Food & Dining
22/08/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 433088.RZP@RXAXIS-UTIB0000RZP-713306225866 73-PAYMENT FROM PHONE,1687.9,Groceries
22/08/2025,UPI-MS KAMAL ENTERPRISES-Q924838138@YBL UTIB0000553-922824333004-PAYMENT FROM PH ONE,375.85,Groceries
22/08/2025,UPI-MR SIDDHARTH CHHABR-Q789233578@YBL-109470291917 YESB0YBLUPI-442828240710-PAYMENT FROM PH ONE,1845.41,Transfers
23/08/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-989120970470-BLINKIT PAYMENT,91.88,Food & Dining
23/08/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-172959344159-UPIQR,2138.79,Shopping
24/08/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 439125206735-PAYMENT FROM PHONE,1317.69,Healthcare
24/08/2025,NACH/BAJAJ FINANCE/EMI DEBIT,19890.01,EMI & Loans
25/08/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-56006510 6783-PAYMENT FOR REFCL7,2052.35,Shopping
26/08/2025,UPI-BIGBASKET-9688930427@HDFCBANK HDFC0MERUPI-777083041284-GROCERY ORDER,1259.95,Groceries
26/08/2025,UPI-MR SIDDHARTH CHHABR-Q443086673@YBL-168798293141 YESB0YBLUPI-403841022443-PAYMENT FROM PH ONE,44968.85,Transfers
03/09/2025,UPI-SWIGGY-8282353200@HDFCBANK-HDFC0MERUP I-624133035980-SWIGGY FOOD,362.02,Food & Dining
03/09/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-376215522039-PAYMENT FOR 100006,1558.44,Transport
04/09/2025,UPI-SHREERAM STATIONERY -Q93094520@YBL-B KID2514442-185140332157-PAYMENT FROM PHO NE,2331.05,Groceries
04/09/2025,UPI-UBER-9932254988@HDFCBANK HDFC0MERUPI-258309599502-RIDE PAYMENT,387.2,Transport
05/09/2025,UPI-KWATRA-IBKPOS.EP870693@ICICI-ICIC000 6646-749462087081-PAYMENT FROM PHONE,278.89,Transfers
06/09/2025,UPI-BIGBASKET-9032209873@HDFCBANK HDFC0MERUPI-396014855674-GROCERY ORDER,1012.64,Groceries
06/09/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-915474893906-PAYMENT FROM PHONE,38977.49,Transfers
06/09/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-176913143893-PAYMENT FROM PHONE,16130.7,Transfers
07/09/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-160505695730-PAYMENT FOR 100006,587.16,Transport
07/09/2025,NACH/BAJAJ FINANCE/EMI DEBIT,18878.04,EMI & Loans
08/09/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-139890958925-BLINKIT PAYMENT,562.15,Food & Dining
09/09/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-573659687985-BLINKIT PAYMENT,448.49,Food & Dining
09/09/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-648046400353-UPIINTENT,651.02,Food & Dining
09/09/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-769782211780-MONTHLY AUTOPA Y. C,281.93,Food & Dining
09/09/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T277-4@OKICICI-ICIC8142292-513208138712- PAYMENT FROM PHONE,1940.49,Transport
09/09/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-962170665684-PAYMENT FOR 100006,79.22,Transport
09/09/2025,UPI-FLIPKART PAYMENTS-PAYTM-36120414@PTY BL-YESB0PTMUPI-838543141616-EXPRESS,2171.93,Shopping
09/09/2025,UPI-RAKSHA NYATI-Q327899239@YBL-YESB0YBL UPI-844111322021-PAYMENT FROM PHONE,69.17,Healthcare
10/09/2025,UPI-FLIPKART PAYMENTS-PAYTM-63496533@PTY BL-YESB0PTMUPI-437853475563-PAYMENT FROM PHONE,2287.04,Shopping
10/09/2025,UPI-FLIPKART PAYMENTS-PAYTM-18657026@PTY BL-YESB0PTMUPI-944332645609-EXPRESS,6250.26,Shopping
10/09/2025,ACH/JIO/RECHARGE/4G PLAN,765.11,Bills & Utilities
11/09/2025,UPI-SWIGGY-7447221842@HDFCBANK-HDFC0MERUP I-816030741586-SWIGGY FOOD,392.6,Food & Dining
11/09/2025,UPI-SHREERAM STATIONERY -Q19164618@YBL-B KID2203394-700606623780-PAYMENT FROM PHO NE,2400.22,Groceries
11/09/2025,UPI-KALA KUNJ KOTA-VYAPAR.948785688390@H DFCBANK-HDFC0MERUPI-573099340263-PAYMENT FROM PHONE,36566.16,Transfers
11/09/2025,ACH/SBI MF/SIP/BLUECHIP FUND,3509.51,Investment
12/09/2025,UPI-MR SIDDHARTH CHHABR-Q559496785@YBL-390136620128 YESB0YBLUPI-684522060714-PAYMENT FROM PH ONE,15128.72,Transfers
12/09/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL31@ OKSBI-BKID0008860-784663849210-PAYMENT F ROM PHONE,12666.67,Transfers
12/09/2025,UPI-JABIR HUSAIN TAI-9418016427@YBL-SBIN 95347-409707897154-PAYMENT FROM PHONE,13242.58,Transfers
13/09/2025,UPI-CHAAPS N CURRIES-Q810943636@YBL-YESB 0YBLUPI-291324985610-PAYMENT FROM PHONE,263.69,Food & Dining
13/09/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 792471.RZP@RXAXIS-UTIB0000RZP-134308963135 79-PAYMENT FROM PHONE,356.07,Groceries
13/09/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@YBL -YESB0YBLUPI-239733336166-PAYMENT FROM P HONE,59.01,Bills & Utilities
14/09/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-763205027877-UPIINTENT,88.16,Food & Dining
14/09/2025,UPI-UBER-8158066788@HDFCBANK HDFC0MERUPI-253422928734-RIDE PAYMENT,292.83,Transport
14/09/2025,UPI-MSBEAUX FASHION-IBKPOS.EP80112@ICIC I-ICIC0000004-403270955364-PAYMENT FROM PHONE,6912.15,Shopping
15/09/2025,UPI-BPCL UFILL 8-PAYTMQR80699677@PAYTM-YE SB0PTMUPI-696575587104-PAYMENT FROM PHON E,1725.45,Transport
15/09/2025,ACH/JIO/RECHARGE/4G PLAN,266.91,Bills & Utilities
15/09/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL46@ OKSBI-BKID0008860-494933836657-PAYMENT F ROM PHONE,35977.94,Transfers
16/09/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-458217357265-UPIINTENT,458.53,Food & Dining
16/09/2025,UPI-OLA CABS-9550038404@PTYBL YESB0PTMUPI-997399372231-AUTO PAYMENT,1531.8,Transport
17/09/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 673057.RZP@RXAXIS-UTIB0000RZP-446036335615 94-PAYMENT FROM PHONE,795.49,Groceries
17/09/2025,UPI-RAKSHA NYATI-Q935223989@YBL-YESB0YBL UPI-229771204674-PAYMENT FROM PHONE,520.38,Healthcare
17/09/2025,UPI-ETISHA MITTAL-9797587877-5@AXL-UBIN0 975126-150071312492-PAYMENT FROM PHONE,42361.25,Transfers
17/09/2025,UPI-KALA KUNJ KOTA-VYAPAR.835646011709@H DFCBANK-HDFC0MERUPI-447562678336-PAYMENT FROM PHONE,44203.81,Transfers
18/09/2025,UPI-TAKEUFORWARD-TAKEUFORWARD525893.RZP@ RXAIRTEL-AIRP0000011-620637957586-PAYMEN TTOTAKEUFORW,2900.9,Education
18/09/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL68@ OKSBI-BKID0008860-537198859251-PAYMENT F ROM PHONE,12623.61,Transfers
19/09/2025,UPI-BPCL UFILL 5-PAYTMQR26582137@PAYTM-YE SB0PTMUPI-844165511770-PAYMENT FROM PHON E,896.85,Transport
19/09/2025,UPI-TAKEUFORWARD-TAKEUFORWARD374001.RZP@ RXAIRTEL-AIRP0000011-532786136679-PAYMEN TTOTAKEUFORW,233.03,Education
20/09/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-704793045556-UPIINTENT,735.57,Food & Dining
20/09/2025,UPI-JABIR HUSAIN TAI-7843741308@YBL-SBIN 56292-829096967417-PAYMENT FROM PHONE,8153.92,Transfers
21/09/2025,UPI-JAIN GENERAL AND STA-Q514076868@YBL- YESB0YBLUPI-586442493761-PAYMENT FROM PH ONE,1660.48,Groceries
21/09/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T921-4@OKICICI-ICIC7207218-220403127493- PAYMENT FROM PHONE,484.15,Transport
21/09/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-493710116460-UPI INTENT,4763.75,Shopping
21/09/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-947335928012-PAYMENT FROM PHONE,21767.89,Transfers
21/09/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S62702@PT Y-YESB0MCHUPI-642984241669-PAYMENT FROM PHONE,12739.41,Transfers
22/09/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-792190740550-BLINKIT PAYMENT,815.67,Groceries
24/09/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-645879713081-MONTHLY AUTOPA Y. C,129.98,Food & Dining
24/09/2025,UPI-BPCL UFILL 8-PAYTMQR11283525@PAYTM-YE SB0PTMUPI-349640194420-PAYMENT FROM PHON E,616.36,Transport
24/09/2025,UPI-JABIR HUSAIN TAI-8059482050@YBL-SBIN 92282-657115130948-PAYMENT FROM PHONE,21467.79,Transfers
25/09/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-162573249510-UPIINTENT,799.43,Food & Dining
25/09/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-612674962870-MONTHLY AUTOPA Y. C,556.32,Food & Dining
25/09/2025,UPI-BPCL UFILL 6-PAYTMQR84064650@PAYTM-YE SB0PTMUPI-148784205951-PAYMENT FROM PHON E,481.42,Transport
26/09/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-957186936905-UPIINTENT,104.53,Food & Dining
26/09/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-119856073726-PAYMENT FROM P HONE,412.79,Bills & Utilities
26/09/2025,UPI-KALA KUNJ KOTA-VYAPAR.314035132303@H DFCBANK-HDFC0MERUPI-601186083755-PAYMENT FROM PHONE,17356.3,Transfers
27/09/2025,UPI-RAKESH KUMAR SIOTA-SURESHSINGH11-1@O KHDFCBANK-HDFC2572396-848173211552-PAYME NT FROM PHONE,23067.08,Transfers
28/09/2025,UPI-JAIN DAIRY COLDRINKS-Q914346805@YBL- YESB0YBLUPI-476016045226-PAYMENT FROM PH ONE,426.08,Food & Dining
28/09/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 155121539923-PAYMENT FROM PHONE,1868.68,Healthcare
28/09/2025,UPI-MAHESH KUMAR MALI-7790601463@YBL-SBI N0030057-196881331715-PAYMENT FROM PHONE,36026.04,Transfers
01/10/2025,UPI-VIJAY JUICE POINT-PAYTM.S25860@PTY- YESB0MCHUPI-335024086835-PAYMENT FROM PH ONE,117.37,Food & Dining
01/10/2025,UPI-LOCAL DHABA-PAYTMQR4132114@PTYS YESB0PTMUPI-843432012035-PAYMENT FROM PHONE,777.31,Food & Dining
01/10/2025,UPI-KWATRA-IBKPOS.EP543455@ICICI-ICIC000 4630-215392791929-PAYMENT FROM PHONE,23891.91,Transfers
01/10/2025,UPI-RAKESH KUMAR BANJARA-KAMLESHPAT32-3@O KHDFCBANK-HDFC4738387-787528737347-PAYME NT FROM PHONE,13142.35,Transfers
02/10/2025,UPI-MEESHO TECHNOLOGIES -MEESHOONLINEPG@ AXL-UTIB0AXLUPI-175634566430-UPI INTENT,4504.24,Shopping
03/10/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-905474829283-PAYMENT FR OM PHONE,1535.93,Groceries
03/10/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S25919@PT Y-YESB0MCHUPI-338530524429-PAYMENT FROM PHONE,28949.97,Transfers
04/10/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR5140374@P TYS-YESB0PTMUPI-391779700472-PAYMENT FRO M PHONE,419.55,Food & Dining
05/10/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-345468861804-UPIINTENT,301.62,Food & Dining
05/10/2025,UPI-FLIPKART PAYMENTS-PAYTM-87168016@PTY BL-YESB0PTMUPI-683885870927-EXPRESS,3047.4,Shopping
06/10/2025,UPI-DELHI WATCH ELECTR-GPAY-3453105305 53@OKBIZAXIS-UTIB0000553-906383384810-PAY MENT FROM PHONE,6982.03,Shopping
06/10/2025,UPI-KWATRA-IBKPOS.EP674094@ICICI-ICIC000 3679-767648153444-PAYMENT FROM PHONE,29058.25,Transfers
07/10/2025,UPI-JABIR HUSAIN TAI-7547552599@YBL-SBIN 16109-773549706120-PAYMENT FROM PHONE,20513.94,Transfers
08/10/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-222567762141-PAYMENT FROM PHONE,27772.86,Transfers
09/10/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-146275625038-BLINKIT PAYMENT,2842.64,Groceries
09/10/2025,UPI-FLIPKART PAYMENTS-PAYTM-86795549@PTY BL-YESB0PTMUPI-746420292735-PAYMENT FROM PHONE,741.81,Shopping
09/10/2025,UPI-MSBHUMI JUNCTION NX-EAZYPAY.ZKIAW36C 6SND4LR@ICICI-ICIC0DC0099-886782062615-P AYMENT FROM PHONE,169.18,Bills & Utilities
09/10/2025,UPI-SHREERAM STATIONERY -Q73793690@YBL-B KID2784776-554656510519-PAYMENT FROM PHO NE,4771.54,Education
09/10/2025,UPI-JABIR HUSAIN TAI-7217514899@YBL-SBIN 36819-122576425033-PAYMENT FROM PHONE,31210.25,Transfers
10/10/2025,UPI-OLA CABS-9333316440@PTYBL YESB0PTMUPI-781216590123-AUTO PAYMENT,1917.08,Transport
10/10/2025,ACH/HDFC MF/SIP/EQUITY FUND,2617.67,Investment
11/10/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-348301513941-UPIINTENT,505.69,Food & Dining
11/10/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-954640913841-PAYMENT FOR 100006,1242.2,Transport
11/10/2025,UPI-TAKEUFORWARD-TAKEUFORWARD387827.RZP@ RXAIRTEL-AIRP0000011-879437623152-PAYMEN TTOTAKEUFORW,5790.5,Education
11/10/2025,UPI-ETISHA MITTAL-7283755831-5@AXL-UBIN0 832433-776162305400-PAYMENT FROM PHONE,1255.42,Transfers
12/10/2025,UPI-OLA CABS-8190640453@PTYBL YESB0PTMUPI-602355871029-AUTO PAYMENT,1974.36,Transport
13/10/2025,UPI-VIJAY JUICE POINT-PAYTM.S45324@PTY- YESB0MCHUPI-422537181821-PAYMENT FROM PH ONE,720.95,Food & Dining
13/10/2025,UPI-VIJAY JUICE POINT-PAYTM.S60447@PTY- YESB0MCHUPI-546503974446-PAYMENT FROM PH ONE,252.18,Food & Dining
13/10/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR8453773@P TYS-YESB0PTMUPI-350955063939-PAYMENT FRO M PHONE,381.78,Food & Dining
13/10/2025,UPI-OLA CABS-7304444842@PTYBL YESB0PTMUPI-283572286710-AUTO PAYMENT,169.64,Transport
13/10/2025,ACH/JIO/RECHARGE/4G PLAN,292.36,Bills & Utilities
13/10/2025,ACH/HDFC MF/SIP/EQUITY FUND,3304.46,Investment
14/10/2025,UPI-SWIGGY-9906543044@HDFCBANK-HDFC0MERUP I-629541416899-SWIGGY FOOD,554.64,Food & Dining
14/10/2025,UPI-FLIPKART PAYMENTS-PAYTM-84327143@PTY BL-YESB0PTMUPI-755970626424-EXPRESS,846.12,Shopping
14/10/2025,NACH/BAJAJ FINANCE/EMI DEBIT,19713.64,EMI & Loans
15/10/2025,UPI-SWIGGY-8119642012@HDFCBANK-HDFC0MERUP I-477064698057-SWIGGY FOOD,552.58,Food & Dining
15/10/2025,UPI-KALA KUNJ KOTA-VYAPAR.283308124045@H DFCBANK-HDFC0MERUPI-314786207984-PAYMENT FROM PHONE,6874.8,Shopping
15/10/2025,UPI-KALA KUNJ KOTA-VYAPAR.693806170463@H DFCBANK-HDFC0MERUPI-506449770218-PAYMENT FROM PHONE,11958.58,Transfers
15/10/2025,UPI-MAHESH KUMAR MALI-9169799271@YBL-SBI N0030057-444995597016-PAYMENT FROM PHONE,38954.78,Transfers
16/10/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-521360033839-BLINKIT PAYMENT,62.37,Food & Dining
16/10/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-882855672672-BLINKIT PAYMENT,742.68,Groceries
16/10/2025,UPI-SAMRIYA KIRANA STORE-VYAPAR.25653524 5847@HDFCBANK-HDFC0MERUPI-383614662686-P AYMENT FROM PHONE,2679.91,Groceries
16/10/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-830860036521-PAYMENT FOR 100006,268.8,Transport
16/10/2025,UPI-FLIPKART PAYMENTS-PAYTM-34879789@PTY BL-YESB0PTMUPI-218755274787-PAYMENT FROM PHONE,916.66,Shopping
16/10/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S38221@PT Y-YESB0MCHUPI-797656092295-PAYMENT FROM PHONE,9258.31,Transfers
16/10/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL54@ OKSBI-BKID0008860-695100585866-PAYMENT F ROM PHONE,17733.5,Transfers
16/10/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S96995@PT Y-YESB0MCHUPI-230228813261-PAYMENT FROM PHONE,314.45,Transfers
18/10/2025,UPI-BPCL UFILL 7-PAYTMQR22532547@PAYTM-YE SB0PTMUPI-674504606906-PAYMENT FROM PHON E,1508.95,Transport
18/10/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT2@AXL -UTIB0AXLUPI-617867717077-PAYMENT FROM P HONE,765.17,Bills & Utilities
18/10/2025,ACH/JIO/RECHARGE/4G PLAN,401.54,Bills & Utilities
19/10/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 619370058760-PAYMENT FROM PHONE,1267.78,Healthcare
20/10/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-766092323833-UPIINTENT,714.75,Food & Dining
20/10/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-740069942428-PAYMENT FOR 100006,1309.63,Transport
20/10/2025,UPI-OLA CABS-7081011888@PTYBL YESB0PTMUPI-143232777004-AUTO PAYMENT,225.27,Transport
21/10/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S11520@PT Y-YESB0MCHUPI-839540678193-PAYMENT FROM PHONE,27708.26,Transfers
22/10/2025,UPI-BIGBASKET-9579773363@HDFCBANK HDFC0MERUPI-402560779837-GROCERY ORDER,361.92,Groceries
22/10/2025,UPI-ETISHA MITTAL-7492986152-1@AXL-UBIN0 384555-659896724912-PAYMENT FROM PHONE,3180.08,Transfers
22/10/2025,UPI-JABIR HUSAIN TAI-7794606792@YBL-SBIN 27902-602829490086-PAYMENT FROM PHONE,12633.47,Transfers
22/10/2025,UPI-ETISHA MITTAL-8641794166-2@AXL-UBIN0 185636-959062357787-PAYMENT FROM PHONE,29325.52,Transfers
23/10/2025,UPI-LOCAL DHABA-PAYTMQR2290224@PTYS YESB0PTMUPI-412571769482-PAYMENT FROM PHONE,525.31,Food & Dining
23/10/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-823406856714-PAYMENT FOR 100006,249.15,Transport
23/10/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S72703@PT Y-YESB0MCHUPI-302904877322-PAYMENT FROM PHONE,12271.37,Transfers
23/10/2025,UPI-MAHESH KUMAR MALI-9192859643@YBL-SBI N0030057-928777350192-PAYMENT FROM PHONE,36731.31,Transfers
23/10/2025,UPI-RAKESH KUMAR SIOTA-RAKESHSIOTA77-4@O KHDFCBANK-HDFC6253057-395975199268-PAYME NT FROM PHONE,1865.83,Transfers
24/10/2025,UPI-CHAAYOS-7727499463@HDFCBANK HDFC0MERUPI-381900167352-PAYMENT FROM PHONE,313.77,Food & Dining
24/10/2025,UPI-RAJ MEDICAL STORES-GPAY-80010713330@ OKBIZAXIS-UTIB0000553-405677276554-PAYME NT FROM PHONE,1147.13,Healthcare
