Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
23/05/2025,UPI-BLINKIT-BLINKIT.PAYU@HDFCBANK-HDFC0M ERUPI-695007527997-UPIINTENT,1475963208421886,23/05/2025,109.72,,-458070.26
23/05/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S81954@PT Y-YESB0MCHUPI-469156375308-PAYMENT FROM PHONE,2703697616171462,23/05/2025,20397.67,,-478467.93
23/05/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR3218809@P TYS-YESB0PTMUPI-307548839779-PAYMENT FRO M PHONE,4678717189961874,23/05/2025,91.78,,-478559.71
23/05/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-985624802617-PAYMENT FROM P HONE,5492597683986395,23/05/2025,1664.32,,-480224.03
24/05/2025,UPI-DEVKARAN MEENA-9163527637@YBL-FINO00 73380-994673967622-PAYMENT FROM PHONE,6810112100459852,24/05/2025,,29721.94,-450502.09
24/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-261729487907-BLINKIT PAYMENT,7519802395091980,24/05/2025,2883.02,,-453385.11
24/05/2025,UPI-OLA CABS-8726407858@PTYBL YESB0PTMUPI-319890898848-AUTO PAYMENT,4804463697966848,24/05/2025,1605.57,,-454990.68
24/05/2025,UPI-MR SIDDHARTH CHHABR-Q262769381@YBL-772947894650 YESB0YBLUPI-735034567037-PAYMENT FROM PH ONE,5416500134486844,24/05/2025,12217.13,,-467207.81
24/05/2025,UPI-KWATRA-IBKPOS.EP788841@ICICI-ICIC000 3943-794353896451-PAYMENT FROM PHONE,9355177388065716,24/05/2025,1953.57,,-469161.38
25/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-239353391976-BLINKIT PAYMENT,5449593734866099,25/05/2025,581.9,,-469743.28
25/05/2025,UPI-AMAZON PAY-7897489645@AMAZON UTIB0000100-726956620134-ORDER PAYMENT,8273820088714729,25/05/2025,7205.69,,-476948.97
25/05/2025,UPI-SHREERAM STATIONERY -Q81915687@YBL-B KID9426263-278475336065-PAYMENT FROM PHO NE,3735112272083817,25/05/2025,2078.55,,-479027.52
25/05/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL14@ OKSBI-BKID0008860-433718139693-PAYMENT F ROM PHONE,4091309889520058,25/05/2025,30575.03,,-509602.55
25/05/2025,UPI-VIJAY JUICE POINT-PAYTM.S75956@PTY- YESB0MCHUPI-562150075995-PAYMENT FROM PH ONE,6601748368726168,25/05/2025,629.12,,-510231.67
25/05/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-844233656211-BLINKIT PAYMENT,1153921877339819,25/05/2025,238.44,,-510470.11
25/05/2025,UPI-AMAZON PAY-7704110347@AMAZON UTIB0000100-358113929678-ORDER PAYMENT,5981117510537534,25/05/2025,1070.98,,-511541.09
25/05/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,3531824464521044,25/05/2025,841.11,,-512382.2
26/05/2025,UPI-MAHESH KUMAR MALI-7394587526@YBL-SBI N0030057-960035487796-PAYMENT FROM PHONE,4603591596534944,26/05/2025,,40256.93,-472125.27
26/05/2025,UPI-OLA CABS-9535704367@PTYBL YESB0PTMUPI-452249859925-AUTO PAYMENT,1442414223032237,26/05/2025,1725.83,,-473851.1
26/05/2025,UPI-MSBEAUX FASHION-IBKPOS.EP12443@ICIC I-ICIC0000004-291772670542-PAYMENT FROM PHONE,8172681491515795,26/05/2025,5391.06,,-479242.16
26/05/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 1995@AXL-SBIN0030057-274295236557-PAYMENT T FROM PHONE,3231465323346079,26/05/2025,,32059.55,-447182.61
26/05/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-251007747466-PAYMENT FROM PHONE,5933724583270510,26/05/2025,530.64,,-447713.25
26/05/2025,ACH/SBI MF/SIP/BLUECHIP FUND,8111931163964135,26/05/2025,9214.29,,-456927.54
27/05/2025,UPI-UBER-7955441200@HDFCBANK HDFC0MERUPI-234539453489-RIDE PAYMENT,8761049443385493,27/05/2025,257.77,,-457185.31
28/05/2025,UPI-RACHANA RAWAT-629935948R@AXL-FINO00 80001-126727600791-PAYMENT FROM PHONE,2366841747154607,28/05/2025,,2747.96,-454437.35
28/05/2025,UPI-SURESH KUMAR BANJARA-KAMLESHPAT70-4@O KHDFCBANK-HDFC5722069-435770021049-PAYME NT FROM PHONE,6134712984175831,28/05/2025,21692.27,,-476129.62
28/05/2025,UPI-KWATRA-IBKPOS.EP267917@ICICI-ICIC000 7069-274870550257-PAYMENT FROM PHONE,3899952253788101,28/05/2025,23656.29,,-499785.91
28/05/2025,ACH/HDFC BANK/EMI/HOME LOAN,7843166451919748,28/05/2025,14400.48,,-514186.39
28/05/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-709796376515-PAYMENT FOR 100006,5497666542535330,28/05/2025,1412.72,,-515599.11
01/06/2025,NEFT/INFOSYS LIMITED/MONTHLY SALARY,2466905394792012,01/06/2025,,92863,-422736.11
01/06/2025,UPI-MAHESH KUMAR MALI-9449653228@YBL-SBI N0030057-793887640577-PAYMENT FROM PHONE,9273073559910713,01/06/2025,,9655.07,-413081.04
01/06/2025,UPI-SHREERAM STATIONERY -Q23593405@YBL-B KID4131072-574461003824-PAYMENT FROM PHO NE,1583867377643491,01/06/2025,284.2,,-413365.24
01/06/2025,UPI-KWATRA-IBKPOS.EP754871@ICICI-ICIC000 3500-292841224344-PAYMENT FROM PHONE,6340682392101241,01/06/2025,32884.19,,-446249.43
01/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.866288843118@H DFCBANK-HDFC0MERUPI-407072788259-PAYMENT FROM PHONE,9927399555734667,01/06/2025,30235.91,,-476485.34
01/06/2025,UPI-ETISHA MITTAL-7485590800-2@AXL-UBIN0 462238-871243806557-PAYMENT FROM PHONE,6169562819592560,01/06/2025,32355.57,,-508840.91
02/06/2025,UPI-RADESHYAM CHAUDHARY-DIMPALCHOUDHARY 8170@AXL-SBIN0030057-799970827417-PAYMENT T FROM PHONE,2802304873955851,02/06/2025,,38797.27,-470043.64
02/06/2025,UPI-DEVKARAN MEENA-7687285885@YBL-FINO00 63633-859698941110-PAYMENT FROM PHONE,3951912171198718,02/06/2025,,26639.28,-443404.36
02/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-966255943270-PAYMENT FOR 100006,6295863568174718,02/06/2025,72.32,,-443476.68
02/06/2025,UPI-OLA CABS-8407755198@PTYBL YESB0PTMUPI-538455123167-AUTO PAYMENT,4459835205178215,02/06/2025,1356.44,,-444833.12
03/06/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG471@AXL 4064126-616100120607-PAYMENT FROM PH ONE,4204459439743910,03/06/2025,,32260.27,-412572.85
03/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-134694667804-PAYMENT FOR 100006,7988263491551122,03/06/2025,201.88,,-412774.73
03/06/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 85379-991356479616-MANDATEEXECUTE,7161834987472412,03/06/2025,1058.85,,-413833.58
03/06/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 728563407451-PAYMENT FROM PHONE,2111672234796829,03/06/2025,797.32,,-414630.9
04/06/2025,BBPS/BESCOM/ELECTRICITY/BILL PAY,8271166598342190,04/06/2025,817.07,,-415447.97
04/06/2025,UPI-KWATRA-IBKPOS.EP787676@ICICI-ICIC000 1445-562286775802-PAYMENT FROM PHONE,1554773599432737,04/06/2025,21651.72,,-437099.69
05/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL73@ OKSBI-BKID0008860-663548509824-PAYMENT F ROM PHONE,9939617498584223,05/06/2025,36473.44,,-473573.13
06/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-299632033358-PAYMENT FOR 100006,2581403806894024,06/06/2025,1316.0,,-474889.13
07/06/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-805484596026-UPIINTENT,1585267028721340,07/06/2025,523.98,,-475413.11
07/06/2025,UPI-SWIGGY-9719528701@HDFCBANK-HDFC0MERUP I-419355645392-SWIGGY FOOD,1990012311747262,07/06/2025,656.32,,-476069.43
07/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-341026231776-PAYMENT FR OM PHONE,1178863130537032,07/06/2025,1612.12,,-477681.55
07/06/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@YBL-YES B0YBLUPI-659107254279-PAYMENT FOR 100006,1760713748001904,07/06/2025,1928.92,,-479610.47
07/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.448381841916@H DFCBANK-HDFC0MERUPI-876958678136-PAYMENT FROM PHONE,6463958914379162,07/06/2025,2178.31,,-481788.78
08/06/2025,UPI-SWIGGY-7365308503@HDFCBANK-HDFC0MERUP I-408816591512-SWIGGY FOOD,9389269657334284,08/06/2025,572.37,,-482361.15
08/06/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR2619280@P TYS-YESB0PTMUPI-379192614372-PAYMENT FRO M PHONE,1498145869708060,08/06/2025,84.07,,-482445.22
09/06/2025,UPI-DHAKAD ELECTRICALS-MAB.1650852840 18@AXISBANK-UTIB0000100-677871653922-PAY MENT FROM PHONE,2080898388160407,09/06/2025,3722.2,,-486167.42
09/06/2025,UPI-FLIPKART PAYMENTS-PAYTM-63751317@PTY BL-YESB0PTMUPI-764357749979-EXPRESS,2730716208795565,09/06/2025,6786.34,,-492953.76
09/06/2025,UPI-APOLLO PHARMACIES LI-SBIPMOPAD.02PYM 338271006093-PAYMENT FROM PHONE,1669859179874959,09/06/2025,1916.82,,-494870.58
09/06/2025,UPI-KWATRA-IBKPOS.EP770154@ICICI-ICIC000 3432-425261115259-PAYMENT FROM PHONE,3552854419795783,09/06/2025,18174.14,,-513044.72
09/06/2025,UPI-MR SIDDHARTH CHHABR-Q973439363@YBL-114243635009 YESB0YBLUPI-602640418047-PAYMENT FROM PH ONE,3678645070284098,09/06/2025,6919.0,,-519963.72
10/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.347132005701@H DFCBANK-HDFC0MERUPI-519832681214-PAYMENT FROM PHONE,3644367570821279,10/06/2025,36948.0,,-556911.72
11/06/2025,UPI-OM NAMKEEN AND SNACK-Q188931315@YBL- SBIN0030057-885629687372-PAYMENT FROM PH ONE,6507954352442975,11/06/2025,509.4,,-557421.12
11/06/2025,UPI-SWIGGY-8815951623@HDFCBANK-HDFC0MERUP I-423554578971-SWIGGY FOOD,6559425389709229,11/06/2025,728.8,,-558149.92
11/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-987583462704-PAYMENT FR OM PHONE,8268593512373642,11/06/2025,944.88,,-559094.8
11/06/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-573273966676-BLINKIT PAYMENT,4895194720572387,11/06/2025,2649.4,,-561744.2
11/06/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-77770033 4319-PAYMENT FOR REFCL7,6206980166991324,11/06/2025,3015.8,,-564760.0
11/06/2025,UPI-SRN PRINTERS-BHARATPE.54668291648@FB PE-FDRL0001382-382228555885-PAY TO BHARA TPE ME,6680686425909828,11/06/2025,3359.6,,-568119.6
12/06/2025,UPI-MR SIDDHARTH CHHABR-Q128628609@YBL-856988694173 YESB0YBLUPI-117836758182-PAYMENT FROM PH ONE,5713634871393370,12/06/2025,23572.54,,-591692.14
13/06/2025,UPI-SHREERAM STATIONERY -Q21903820@YBL-B KID3352410-330232386194-PAYMENT FROM PHO NE,6872292718621187,13/06/2025,1300.25,,-592992.39
13/06/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-281804261459-PAYMENT FROM PHONE,9041488642163810,13/06/2025,8043.96,,-601036.35
13/06/2025,ACH/SBI MF/SIP/BLUECHIP FUND,7522620666345806,13/06/2025,881.36,,-601917.71
14/06/2025,UPI-VIJAY JUICE POINT-PAYTM.S10777@PTY- YESB0MCHUPI-518902174854-PAYMENT FROM PH ONE,8054113555007480,14/06/2025,641.87,,-602559.58
14/06/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-861927048960-PAYMENT FROM PHONE,7749009000560706,14/06/2025,36073.23,,-638632.81
15/06/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-775726182994-BLINKIT PAYMENT,3480711391346040,15/06/2025,198.39,,-638831.2
15/06/2025,UPI-OLA CABS-7531197655@PTYBL YESB0PTMUPI-795021487404-AUTO PAYMENT,2246791712658426,15/06/2025,1778.92,,-640610.12
15/06/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S85525@PT Y-YESB0MCHUPI-130147778515-PAYMENT FROM PHONE,7636897904467423,15/06/2025,29341.61,,-669951.73
16/06/2025,UPI-VINOD-VINODBAGADA8@AXL-SBIN0030057-8 490822601982-PAYMENT FROM PHONE,9301299627207957,16/06/2025,,23107.1,-646844.63
16/06/2025,UPI-CHAAPS N CURRIES-Q392557656@YBL-YESB 0YBLUPI-241930029037-PAYMENT FROM PHONE,1650914532883343,16/06/2025,101.87,,-646946.5
18/06/2025,UPI-GHANSHYAM GURJAR-GHANSHYAMG770@AXL 7050831-773252624283-PAYMENT FROM PH ONE,2555100728922996,18/06/2025,,39253.48,-607693.02
18/06/2025,UPI-CHAAPS N CURRIES-Q124158990@YBL-YESB 0YBLUPI-568331952001-PAYMENT FROM PHONE,6551537620814519,18/06/2025,385.33,,-608078.35
18/06/2025,UPI-RAVI CARPENTER-7299221158@YBL-SBIN0 62716-258468975731-PAYMENT FROM PHONE,1804665538007870,18/06/2025,692.14,,-608770.49
18/06/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-70070715 2202-PAYMENT FOR REFCL2,5479954596105436,18/06/2025,6772.15,,-615542.64
18/06/2025,UPI-RAMESH KUMAR BANJARA-KAMLESHPAT68-4@O KHDFCBANK-HDFC5207609-780956767979-PAYME NT FROM PHONE,3134140744750952,18/06/2025,12592.83,,-628135.47
19/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTO.PAYU@AXIS BANK-UTIB0000100-554518687774-PAYMENT FR OM PHONE,8476906694604861,19/06/2025,1326.83,,-629462.3
19/06/2025,UPI-FLIPKART PAYMENTS-PAYTM-42655179@PTY BL-YESB0PTMUPI-184853636379-PAYMENT FROM PHONE,3347421936836959,19/06/2025,1858.23,,-631320.53
19/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL98@ OKSBI-BKID0008860-562109896102-PAYMENT F ROM PHONE,4064379705201803,19/06/2025,27481.34,,-658801.87
19/06/2025,UPI-DINESH KUMAR PATIDA-RAKESHSIOTA38-3@O KHDFCBANK-HDFC1984235-851185394408-PAYME NT FROM PHONE,6187639465932347,19/06/2025,33271.41,,-692073.28
19/06/2025,UPI-KWATRA-IBKPOS.EP164566@ICICI-ICIC000 8625-266707339568-PAYMENT FROM PHONE,3162458164679747,19/06/2025,2222.24,,-694295.52
20/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL32@ OKSBI-BKID0008860-433870127871-PAYMENT F ROM PHONE,8672294464544495,20/06/2025,10543.15,,-704838.67
20/06/2025,NACH/BAJAJ FINANCE/EMI DEBIT,2433326521414842,20/06/2025,18575.37,,-723414.04
21/06/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR8330282@P TYS-YESB0PTMUPI-407455719183-PAYMENT FRO M PHONE,4938441476875101,21/06/2025,69.9,,-723483.94
21/06/2025,UPI-OLA CABS-9320034451@PTYBL YESB0PTMUPI-317569959303-AUTO PAYMENT,3301859177042865,21/06/2025,1274.13,,-724758.07
21/06/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-512029991905-PAYMENT FROM P HONE,8740617658830044,21/06/2025,824.43,,-725582.5
21/06/2025,UPI-KWATRA-IBKPOS.EP189682@ICICI-ICIC000 4214-733933051034-PAYMENT FROM PHONE,1057777688559849,21/06/2025,23961.65,,-749544.15
22/06/2025,UPI-SWIGGY-9985071106@HDFCBANK-HDFC0MERUP I-413664903844-SWIGGY FOOD,9603563997912170,22/06/2025,538.51,,-750082.66
23/06/2025,UPI-ZOMATO LIMITED-ZOMATOFD.PAYU@HDFCBANK K-HDFC0MERUPI-104009609871-UPIINTENT,5062109990183376,23/06/2025,628.74,,-750711.4
23/06/2025,UPI-OLA CABS-7530243735@PTYBL YESB0PTMUPI-301302419630-AUTO PAYMENT,6209582053750251,23/06/2025,1714.74,,-752426.14
24/06/2025,UPI-SWIGGY-7208371935@HDFCBANK-HDFC0MERUP I-547757982538-SWIGGY FOOD,1945179077943016,24/06/2025,168.49,,-752594.63
24/06/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 147762.RZP@RXAXIS-UTIB0000RZP-230246513546 83-PAYMENT FROM PHONE,8490175982556702,24/06/2025,379.66,,-752974.29
25/06/2025,UPI-MR SIDDHARTH CHHABR-Q228944676@YBL-863140749756 YESB0YBLUPI-989473106428-PAYMENT FROM PH ONE,2459385629494594,25/06/2025,17138.8,,-770113.09
25/06/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-436905141665-PAYMENT FROM PHONE,2009939834638046,25/06/2025,43089.03,,-813202.12
25/06/2025,UPI-ZERODHA-8880617716@ZERODHA,1559493478193225,25/06/2025,9314.62,,-822516.74
26/06/2025,UPI-MR PANKAJ BHAT-9882366623-4@YBL-CBI N5920701-795203576159-PAYMENT FROM PHONE,7787001285524811,26/06/2025,,9712.62,-812804.12
27/06/2025,UPI-DHOLPUR GAJAK AND BA-PAYTMQR9721483@P TYS-YESB0PTMUPI-843186633785-PAYMENT FRO M PHONE,6691988652750999,27/06/2025,202.93,,-813007.05
27/06/2025,UPI-FLIPKART PAYMENTS-PAYTM-23105070@PTY BL-YESB0PTMUPI-353885940570-PAYMENT FROM PHONE,9700516791425008,27/06/2025,7929.43,,-820936.48
27/06/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 38603-522647233099-MANDATEEXECUTE,6233384627783233,27/06/2025,1332.79,,-822269.27
27/06/2025,UPI-AIRTEL RECHARGE-AIRTELPREDIRECT1@AXL -UTIB0AXLUPI-362270702195-PAYMENT FROM P HONE,3451696348675129,27/06/2025,720.73,,-822990.0
28/06/2025,UPI-DEVKARAN MEENA-8995881027@YBL-FINO00 67183-824804873151-PAYMENT FROM PHONE,8595644218121378,28/06/2025,,39551.51,-783438.49
28/06/2025,UPI-KALA KUNJ KOTA-VYAPAR.547191896905@H DFCBANK-HDFC0MERUPI-641152245543-PAYMENT FROM PHONE,4985182734292372,28/06/2025,35206.57,,-818645.06
28/06/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL57@ OKSBI-BKID0008860-166815451322-PAYMENT F ROM PHONE,8075781516726755,28/06/2025,38472.7,,-857117.76
28/06/2025,UPI-KAMLESH KUMAR BANJARA-RAKESHSIOTA35-5@O KHDFCBANK-HDFC7726318-434616504035-PAYME NT FROM PHONE,6452904131734815,28/06/2025,2275.76,,-859393.52
28/06/2025,UPI-MAHESH KUMAR MALI-8924086305@YBL-SBI N0030057-974789368460-PAYMENT FROM PHONE,4006381598774247,28/06/2025,18900.29,,-878293.81
28/06/2025,UPI-MAHESH KUMAR MALI-8411702143@YBL-SBI N0030057-439936334465-PAYMENT FROM PHONE,7748076011439870,28/06/2025,16254.85,,-894548.66
01/07/2025,NEFT/INFOSYS LIMITED/MONTHLY SALARY,6031989720140167,01/07/2025,,89400,-805148.66
01/07/2025,UPI-ZEPTO MARKETPLACE PR-ZEPTOMARKETPLAC 918952.RZP@RXAXIS-UTIB0000RZP-264951042330 41-PAYMENT FROM PHONE,1236102096463421,01/07/2025,656.09,,-805804.75
01/07/2025,UPI-M S SUPREME TRANSPOR-SUPREMETRANSPOR T616-9@OKICICI-ICIC1634884-168470380299- PAYMENT FROM PHONE,1346907149056617,01/07/2025,1582.39,,-807387.14
01/07/2025,UPI-EKART-EKART2.PAYU@AXISBANK-UTIB00001 00-386232189436-UPIQR,4688604584115206,01/07/2025,2500.16,,-809887.3
01/07/2025,UPI-RAJ MEDICAL STORES-GPAY-53764430321@ OKBIZAXIS-UTIB0000553-767570132186-PAYME NT FROM PHONE,7370940081895620,01/07/2025,1246.11,,-811133.41
01/07/2025,UPI-MR SIDDHARTH CHHABR-Q921179287@YBL-862664448196 YESB0YBLUPI-732392070737-PAYMENT FROM PH ONE,6665756376905514,01/07/2025,25647.41,,-836780.82
02/07/2025,UPI-DEVKARAN MEENA-9327412929@YBL-FINO00 97191-662526140220-PAYMENT FROM PHONE,1898810657289456,02/07/2025,,22419.29,-814361.53
02/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-672666934615-BLINKIT PAYMENT,8599825367527227,02/07/2025,2513.62,,-816875.15
02/07/2025,UPI-UBER-7012104551@HDFCBANK HDFC0MERUPI-638307578726-RIDE PAYMENT,3183111166598512,02/07/2025,1346.89,,-818222.04
02/07/2025,ACH/PPFAS MF/SIP/FLEXI CAP,5675265659283592,02/07/2025,7060.86,,-825282.9
03/07/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-957593914445-PAYMENT FROM PHONE,3299254169416672,03/07/2025,96.81,,-825379.71
03/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-207955884115-BLINKIT PAYMENT,4852791643387823,03/07/2025,333.34,,-825713.05
03/07/2025,UPI-JAIN DAIRY COLDRINKS-Q758304179@YBL- YESB0YBLUPI-254541730598-PAYMENT FROM PH ONE,7553967640895738,03/07/2025,148.71,,-825861.76
03/07/2025,UPI-NETFLIX COM-NETFLIXUPI.PAYU@HDFCBANK -HDFC0MERUPI-665771509046-MONTHLY AUTOPA Y. C,6841953398311231,03/07/2025,453.38,,-826315.14
03/07/2025,UPI-EKART-EKART@YBL-YESB0YBLUPI-85174624 9811-PAYMENT FOR REFCL3,7677894254384852,03/07/2025,5590.78,,-831905.92
03/07/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S54792@PT Y-YESB0MCHUPI-846547751151-PAYMENT FROM PHONE,3031893091027442,03/07/2025,4261.67,,-836167.59
04/07/2025,UPI-DEVKARAN MEENA-9433091699@YBL-FINO00 94669-303794985920-PAYMENT FROM PHONE,1487443916293307,04/07/2025,,38334.71,-797832.88
04/07/2025,UPI-VIJAY SHREE TRADERS-SURENDRAGOYAL79@ OKSBI-BKID0008860-391159296508-PAYMENT F ROM PHONE,7332100313205242,04/07/2025,43756.1,,-841588.98
04/07/2025,NACH/BAJAJ FINANCE/EMI DEBIT,8302358497162797,04/07/2025,14023.48,,-855612.46
05/07/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-182564817078-PAYMENT FROM PHONE,8278666795982688,05/07/2025,620.72,,-856233.18
05/07/2025,ACH/JIO/RECHARGE/4G PLAN,8665014998270943,05/07/2025,522.66,,-856755.84
05/07/2025,UPI-MAHESH KUMAR MALI-8609127818@YBL-SBI N0030057-363762801206-PAYMENT FROM PHONE,6371085269991981,05/07/2025,7742.71,,-864498.55
06/07/2025,UPI-RAVI CARPENTER-7027150792@YBL-SBIN0 37340-797435139989-PAYMENT FROM PHONE,9175513608547582,06/07/2025,1266.29,,-865764.84
06/07/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-322270727469-PAYMENT FROM PHONE,8568391260633829,06/07/2025,253.3,,-866018.14
07/07/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL51@OKHDFCB ANK-HDFC0005830-629735588131-UPI,4181474954378121,07/07/2025,,35235.94,-830782.2
07/07/2025,UPI-AVIRAL MITTAL-AVIRAL.23@YBL-SBIN003 0057-146064513331-PAYMENT FROM PHONE,1142482762935770,07/07/2025,25908.18,,-856690.38
07/07/2025,UPI-SHAILENDRA PRAJAPAT-PAYTM.S49843@PT Y-YESB0MCHUPI-695890752037-PAYMENT FROM PHONE,9427662479206165,07/07/2025,12798.69,,-869489.07
08/07/2025,UPI-IRCTC RAIL APP-IRCTCPGONLINE@AXL-UTI B0AXLUPI-354375459360-PAYMENT FOR 100006,2719661195771853,08/07/2025,788.2,,-870277.27
08/07/2025,UPI-BPCL UFILL 2-PAYTMQR21820617@PAYTM-YE SB0PTMUPI-922364924257-PAYMENT FROM PHON E,3154493463804256,08/07/2025,599.35,,-870876.62
08/07/2025,UPI-DELHI WATCH ELECTR-GPAY-2382673173 44@OKBIZAXIS-UTIB0000553-765128521662-PAY MENT FROM PHONE,8235056251482193,08/07/2025,2970.27,,-873846.89
08/07/2025,UPI-TAKEUFORWARD-TAKEUFORWARD282597.RZP@ RXAIRTEL-AIRP0000011-848079090611-PAYMEN TTOTAKEUFORW,1223684729048382,08/07/2025,2061.55,,-875908.44
09/07/2025,UPI-MAHESH KUMAR MALI-9509265207@YBL-SBI N0030057-804061674737-PAYMENT FROM PHONE,9901032047684070,09/07/2025,,16785.59,-859122.85
09/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-244119486335-BLINKIT PAYMENT,1487891947803151,09/07/2025,1925.01,,-861047.86
10/07/2025,UPI-KALA KUNJ KOTA-VYAPAR.896518549158@H DFCBANK-HDFC0MERUPI-504138319456-PAYMENT FROM PHONE,9860797652583750,10/07/2025,37500.94,,-898548.8
11/07/2025,UPI-SAYUSH MITTAL-SAYUSHMITTAL42@OKHDFCB ANK-HDFC0005830-278033076023-UPI,6767499797573610,11/07/2025,,6315.76,-892233.04
11/07/2025,UPI-OM NAMKEEN AND SNACK-Q896708393@YBL- BARB0INDKAT-938619017278-PAYMENT FROM PH ONE,4551212603321176,11/07/2025,679.1,,-892912.14
11/07/2025,UPI-BPCL UFILL 9-PAYTMQR70490863@PAYTM-YE SB0PTMUPI-461528960084-PAYMENT FROM PHON E,6396874974209449,11/07/2025,903.82,,-893815.96
11/07/2025,UPI-FLIPKART PAYMENTS-PAYTM-43326367@PTY BL-YESB0PTMUPI-304723415718-PAYMENT FROM PHONE,2047154195295267,11/07/2025,683.23,,-894499.19
11/07/2025,UPI-ETISHA MITTAL-9305384880-4@AXL-UBIN0 230173-744006366912-PAYMENT FROM PHONE,8547037764812209,11/07/2025,22983.97,,-917483.16
12/07/2025,UPI-GOOGLE-PLAYSTORE1.BD@AXISBANK-UTIB00 93489-587914636837-MANDATEEXECUTE,3297930479050416,12/07/2025,147.61,,-917630.77
12/07/2025,UPI-RAKESH KUMAR PATIDA-SURESHSINGH25-4@O KHDFCBANK-HDFC4434669-312334567008-PAYME NT FROM PHONE,2122894100732137,12/07/2025,15485.62,,-933116.39
14/07/2025,UPI-BLINKIT-PAYTM-BLINKIT@PTYBL-YESB0PTM UPI-182598283274-BLINKIT PAYMENT,3998132891609764,14/07/2025,180.41,,-933296.8
15/07/2025,UPI-ZOMATO-PAYZOMATO@HDFCBANK-HDFC0MERUP I-421725491927-PAYMENT FROM PHONE,7163835008465688,15/07/2025,704.56,,-934001.36
